WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD,REVENUE_SCORE_PROXY,REVENUE_PROXY_TRANSACTION_COMPONENT,REVENUE_PROXY_DEX_DEFI_COMPONENT,REVENUE_PROXY_BRIDGE_COMPONENT
0x59a8ecb0d85d680b16ce9884806e611c139d6281,5.666667,7,18,979.21,14,119,17.803818182,20.568419879,0,0,0,0,0,2,9,0,2,0,4,0,0.04,52.827996313775756,100.8883089659394,35.607636364,0.04
0x6fe41dfacf74cd80bfed579b0567c23e0d79ead9,4.5,1,1,89696.12,1,89,3322.078518519,2842.473685159,0,0,0,0,0,0,27,0,0,0,27,0,89696.12,28403.7713333342,14949.3533333355,0.0,89696.12
0x07f593bf5d99612e3c18b868012b8159e16063b8,5.666667,2,11,80.23,11,174,40.115,39.965,0,0,0,0,0,0,2,0,0,0,1,0,0.15,90.96483868200002,227.31834670500004,0.0,0.15
0xfeb8f2d4b52d8af5a9b4834d5b4e2d0b2dc6538d,3.833333,1,1,15183.61,1,69,660.156956522,628.022951972,0,0,0,0,0,0,0,0,23,0,0,0,0.0,1012.2405786461392,2530.601446615348,0.0,0.0
0x04dc1bdcb450ea6734f5001b9cecb0cd09690f4f,3.666667,4,5,104522.6,4,155,1608.04,1902.545994944,0,0,0,0,0,0,12,0,7,0,10,0,24702.48,8534.078881072,5896.147202679999,0.0,24702.48
0xeb35fa787ff0c928dde0bd6b1c4d15e776513538,3.833333,6,9,815.01,4,123,16.632857143,27.127774832,7,0,2,0,0,0,0,0,5,0,0,0,0.0,66.25421206856905,63.75928017054762,116.430000001,0.0
0xd4ba40be682a5156d9fa8af1a5989d39ff5699fc,2.166667,1,4,578.38,5,66,6.498651685,14.645200939,0,0,0,0,0,0,8,0,0,0,5,0,58.4,20.232165660153555,14.080414150383893,0.0,58.4
0xfd4cd20c313d956e84b5b8f067197e8f9873c41e,6.666667,1,1,8722.78,1,89,218.0695,123.307647187,0,0,0,0,0,0,40,0,0,0,40,0,8722.78,2762.2136957426,1453.7967393565002,0.0,8722.78
0xcc56c2ca833d55efb590916b1d3c4a20070918bd,2.833333,11,9,3948.96,6,87,68.085517241,75.20251647,0,0,0,0,0,0,4,0,0,0,0,0,0.0,77.16357712839772,192.90894282099427,0.0,0.0
0x5888913432ae64daeac7f4d50241ecd34cbe3ca0,4.166667,3,9,190.96,6,67,14.689230769,14.120756932,0,0,0,0,0,0,11,0,1,0,5,0,32.98,32.727053240230774,61.20513310057693,0.0,32.98
0xcd365d1c4a30d1004c0e0677597fce1194411a55,15.5,5,16,97585.43,8,149,712.302408759,727.278913522,0,0,0,0,0,0,10,0,15,0,3,0,67.95,4433.2624343058005,11040.6873357645,0.0,67.95
0x7d5ff44162252d11e5ab0fcc1d50e3aebd832166,9.0,3,8,90884.81,5,80,1377.042575758,1796.111302306,0,0,0,0,0,0,23,0,1,0,8,0,5790.87,6405.0707727288,12393.383181822,0.0,5790.87
0x534cf7114d466887cc2f43923993a1256838b1d3,6.0,5,16,1220.49,9,144,32.986216216,27.136393769,0,0,0,0,0,0,3,0,12,0,0,0,0.0,79.16691891840001,197.91729729600002,0.0,0.0
0x77a3bbe41f2db0fb73327b86eea0d568cfb2b83e,5.833333,9,13,1463.93,13,40,22.522,19.830028217,0,0,0,5,0,0,9,0,0,0,0,0,0.0,52.55133033039999,131.37832582599998,0.0,0.0
0x4ce17f25c9ec296d2adfac0137989d80f6b0e968,7.166667,1,2,1970.23,2,177,59.703939394,56.91433259,0,0,0,0,0,0,33,0,0,0,33,0,1970.23,663.708800889992,427.87825222497986,0.0,1970.23
0x2d18903dd92c0bc81f720b7a393513cf75d9354b,2.166667,5,6,350.0,2,22,70.0,40.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,60.666675999999995,151.66669,0.0,0.0
0x73a46b6088421539fe8a359700bfce4f464587f0,1.833333,2,7,2586.18,8,111,287.353333333,259.015485337,0,0,0,0,0,0,2,0,0,0,2,0,628.0,367.72573946375564,526.814348659389,0.0,628.0
0xedb48acc6817ff8611155c7b86f75e45af5fdcf4,12.166667,19,14,21405.61,12,153,171.24488,389.670114883,0,0,0,0,0,1,12,0,0,0,0,0,0.0,893.3274801659841,2083.47943041496,171.24488,0.0
0x02a3945302ab1ff88c793bbb08984d16386154a9,10.5,9,27,3817.73,11,158,65.822931034,206.499537363,0,0,0,0,0,0,6,1,4,0,1,0,3.0,277.20631034280007,691.1407758570001,0.0,3.0
0x799518ca0b5980c307ffa10e5eed3a846159349f,5.0,1,2,8621.34,2,177,391.879090909,478.475516168,0,0,0,0,0,0,0,0,22,0,0,0,0.0,783.7581818180001,1959.3954545450001,0.0,0.0
0x39839026fde6411b997b3a3137ead81da2302bdf,8.666667,3,2,12.65,2,136,0.1216346154,0.04826032327,26,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5285416830779488,1.054166707344872,3.1625000004,0.0
0x01a092584997600c77db7a216c65a433fe4bd590,1.833333,4,8,1025.11,7,145,93.191818182,67.437804857,0,0,1,0,0,0,1,0,0,0,1,0,130.0,100.84065424122426,170.85163560306063,0.0,130.0
0x209f945d541b11a664bb2d651110bb8986bf869e,5.5,3,32,54.18,3,179,10.836,0.01356465997,0,0,24,0,0,0,0,0,2,0,0,0,0.0,23.8392,59.598,0.0,0.0
0xe528bfcb83c1c026b55c32b1a68836da6c9bd88f,11.333333,3,7,458.61,5,147,6.197432432,12.38804361,24,0,0,0,0,29,0,0,0,0,0,0,0.0,143.05739781234232,70.23756549685585,328.463918896,0.0
0x36a22e305e58b04c27ee2703d0cd2ffeaebb9996,1.666667,1,1,119.01,1,174,11.901,7.595442647,0,0,0,0,0,0,10,0,0,0,10,0,119.01,37.6865015868,19.835003967,0.0,119.01
0xaf6e00b57bd1f21132bdaad090dd3c3164173dcb,12.333333,8,11,105.08,13,171,1.04039604,1.900729365,0,0,1,1,0,0,1,0,5,0,0,0,0.0,5.132620325280529,12.831550813201321,0.0,0.0
0x39f831495267c93966bfbc3ae47e8f8c0df2ebb9,4.333333,1,10,1751.38,6,60,39.804090909,48.083135454,0,0,0,0,0,0,15,0,0,0,6,0,679.56,238.88375226838787,172.4843806709697,0.0,679.56
0x7fe54e67cb360e3bab117c16988414e60411d1a1,6.833333,4,12,2296.4,9,18,57.41,62.76499773,0,0,0,0,0,0,4,0,9,0,1,0,225.98,213.415659012,392.30164752999997,0.0,225.98
0x65df264782e5e4c950cc6a176f7e737fd93ac5df,6.833333,9,15,3574.91,8,135,62.717719298,71.950600134,0,0,0,0,0,0,4,0,8,0,0,0,0.0,171.4284243855041,428.5710609637602,0.0,0.0
0xf9012909838fe7705fbf1ccb283c3bc2c52ad350,1.666667,1,1,719.89,1,114,71.989,69.253573114,0,0,0,0,0,0,10,0,0,0,10,0,719.89,227.9651762652,119.981690663,0.0,719.89
0xea59e271d8b10b5ed786d305b9dd62e785f10724,1.833333,1,1,945.92,1,95,85.992727273,146.873783482,0,0,0,0,0,0,11,0,0,0,11,0,945.92,299.54132186783636,157.6533046695909,0.0,945.92
0xb453ea94b73514429c3d81ea414e6de16fc9a36b,1.666667,1,1,750.99,1,83,75.099,152.752948544,0,0,0,0,0,0,10,0,0,0,10,0,750.99,237.81351001320002,125.16502503299999,0.0,750.99
0x0959717fc496e7bf7b21a135d0b8960280e42edb,11.166667,9,8,13103.19,5,84,29.183051225,75.880879847,0,0,0,0,0,0,1,0,0,0,0,0,0.0,130.35096602940683,325.87741507351706,0.0,0.0
0x432393d79b15b14c60c766e4fa0ad9f2215d929d,3.666667,6,4,578.48,2,56,4.017222222,8.954911784,0,0,0,0,0,0,1,0,0,0,1,0,21.18,11.18692646122963,14.729816153074074,0.0,21.18
0x88c43201a89ef56969cab042e2c5cd82431f79e9,11.333333,3,13,427912.74,8,124,2276.131595745,6800.953257094,13,0,0,0,0,4,0,0,8,0,0,0,0.0,23861.445925242537,25796.15732639947,38694.237127665,0.0
0x4f20bedccbe952bd355c1ba7d196e20c2ef4429e,15.5,3,8,3472.83,11,141,14.410082988,50.198243815,12,0,0,0,0,3,0,0,6,0,0,0,0.0,164.9954502126,223.356286314,216.15124482,0.0
0x00de47ec78891827ff1868ecf2d0c78b72afe388,2.5,3,7,15367.52,7,95,326.968510638,613.367482336,4,0,0,0,0,3,0,0,2,0,0,0,0.0,1128.0413617011,817.421276595,2288.7795744659998,0.0
0x48ebf92de584687a7fdea7ff13efee8922e9dab3,3.5,4,11,4210.41,11,64,93.564666667,99.918044719,3,0,0,0,0,2,1,0,3,0,1,0,292.87,367.94620000105,327.4763333345,467.823333335,292.87
0x6d45b46e409538b9bae2ad936031a4a87d8cfee4,4.166667,3,9,1466.72,11,125,40.742222222,76.681333456,1,0,0,0,0,5,0,0,3,0,0,0,0.0,153.46237580182964,169.7592728390741,244.453333332,0.0
0x7a42c943368b158cf42b90bd5f51b1db82ca9d27,6.166667,3,9,1411.5,11,125,39.208333333,69.512242827,1,0,0,0,0,8,0,0,3,0,0,0,0.0,220.22014411479444,241.78473528961112,352.874999997,0.0
0x9c1c4469d889ab7c84ab89362337d5e3f7c9b70d,11.0,4,13,8962.78,12,67,54.319878788,153.29127049,12,0,0,0,0,5,0,0,5,0,0,0,0.0,562.2107454558,597.5186666679999,923.4379393959999,0.0
0xefdcaad0d0240df8051b8dfe38a39868d14fe202,6.166667,3,7,4369.05,6,73,312.075,654.122834191,1,0,0,0,0,4,0,0,2,0,0,0,0.0,1315.91629161,1924.462604025,1560.375,0.0
0x13e674a5b601874074e0fc883be4b1e511fe68bb,9.333333,4,9,802.43,10,164,3.767276995,9.138762108,13,0,0,0,0,2,0,0,6,0,0,0,0.0,33.84270450277973,35.16125069757433,56.509154925,0.0
0x5fefc4b611ef941bfaed6925e57073d1a94b4d90,5.833333,4,11,3938.42,13,92,34.54754386,51.342034206,5,0,0,0,0,3,0,0,2,0,0,0,0.0,177.34405387499413,201.52732766748537,276.38035088,0.0
0x6ff9485f546aaf27c68ba84658b5e3f82d9a6f0f,2.5,4,10,1206.81,8,49,150.85125,56.820825724,1,0,0,0,0,2,1,0,2,0,0,0,0.0,309.2450625,377.12812499999995,452.55375,0.0
0x9ed49870127a02b04c53ceb4ed1b0582e7b065ab,5.833333,3,8,25151.47,8,60,264.752315789,499.840285941,8,0,0,0,0,2,0,0,6,0,0,0,0.0,1544.388473468858,1544.3884205183947,2647.52315789,0.0
0x4c3e6704027ad67e735b0eda605008250d46cf12,1.666667,4,7,1158.61,8,28,39.952068966,54.939389951,1,0,0,0,0,1,0,0,3,0,0,0,0.0,54.60116624714253,66.58679492735632,79.904137932,0.0
0x8f70c704e5786abece5430e25ee1de4a27cddc11,6.0,3,12,1995.84,13,85,60.48,58.457493856,1,0,0,0,0,3,0,0,2,0,0,0,0.0,229.824,362.88,241.92,0.0
0x40062b9a23955a9b374de9f058fe0232e92ea059,2.5,1,14,1.99,4,59,1.99,0.0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,1.99,4.975,0.0,0.0
0x01b3d77b0453ff8d8252b2ecdde87d29b1bf55c3,2.0,3,4,49.04,5,45,7.005714286,2.862590521,2,0,0,0,0,0,1,0,0,0,1,0,7.99,12.506071429,14.011428572,14.011428572,7.99
0xcf7bc189a7e82af17c69e1a70f5e97afff071f90,4.833333,3,8,1.0,5,43,0.3333333333,0.4714045208,0,0,0,0,0,2,0,0,1,0,0,0,0.0,0.8777777332455554,1.6111109998388886,0.6666666666,0.0
0x69e7d13167cd1bb67b0f8be5da0da3decce3cd1d,6.166667,4,11,706.0,11,72,47.066666667,71.826148133,0,0,0,0,0,0,3,0,0,0,1,0,63.0,131.84778405415557,290.2444601353889,0.0,63.0
0xa76d8c7539e5667c9506e4ee0f69b6e2130c3056,4.333333,2,6,2479.93,5,83,99.1972,85.725764226,0,0,0,0,0,0,5,0,0,0,0,0,0.0,171.94180010703997,429.8545002675999,0.0,0.0
0x2ff8b7506beac38ee589f4721a5b6f8d46977faf,5.5,1,23,2.11,2,39,0.1918181818,0.09446675046,11,0,0,0,0,0,0,0,0,0,0,0,0.0,1.1604999998899999,1.0549999999,2.1099999998,0.0
0x104dfddd425c63689aa45f3c5244a2654400f0df,5.166667,4,10,76.5,7,57,4.026315789,4.77345865,0,0,0,0,0,0,1,0,2,0,0,0,0.0,8.321053167442106,20.802632918605262,0.0,0.0
0xdc1efc3f21d937a16950233ced63dcc7b08d804a,10.5,3,5,1.04,4,168,0.008062015504,0.02509138397,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0366821705432,0.084651162792,0.008062015504,0.0
0x76812cebc62d692572bbe63b4fe59ae463713047,3.0,2,5,3640.02,6,116,227.50125,326.363827669,0,0,0,0,0,4,0,0,0,0,0,0,0.0,591.50325,682.50375,910.005,0.0
0xd2dfc2b96a2774588c7769b76e8209a01b705ef9,2.333333,2,5,25731.6,6,78,3216.45,1078.006494739,0,0,0,0,0,2,0,0,0,0,0,0,0.0,5253.5345711400005,7505.04892785,6432.9,0.0
0x34fab536211ecfbf2cb34a4b9363e785b37e0194,6.666667,2,5,7653.88,5,54,239.18375,125.631046863,0,0,0,0,0,2,0,0,0,0,0,0,0.0,805.2519902245001,1594.5584130612501,478.3675,0.0
0xc2f222de20e137e45930d452790a1a44f6b21c16,8.0,4,7,21112.54,5,21,390.972962963,682.433915999,0,0,0,0,0,1,1,0,0,0,0,0,0.0,1387.95401851865,3127.783703704,390.972962963,0.0
0xbbfe460d2ff57b2b0834769af0eb71ca47c9b66b,1.666667,2,4,3250.0,4,139,1625.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,2789.5835500000003,2708.333875,4875.0,0.0
0xe38b4269132c4ff3b8e23059c1676363710c5e5b,9.166667,1,1,2584.78,1,173,46.996,125.194841639,0,0,0,55,0,0,0,0,0,0,0,0,0.0,172.31867293280004,430.79668233200005,0.0,0.0
0xe0b24bfc71f15ef9ab5740c94b5ac3f5caed6302,7.666667,1,2,10231.68,2,180,227.370666667,220.387068913,0,0,0,0,0,0,45,0,0,0,45,0,10231.68,3255.1900747615555,1743.175186903889,0.0,10231.68
0xc7ef6a587f6675e17a4fa1cc6b4cda60885e3287,5.333333,4,7,266395.35,6,99,4757.059821429,6057.843263747,0,0,0,0,0,0,10,3,10,0,6,0,62606.53,25800.026151440557,25370.984128601394,0.0,62606.53
0x486e203481408ce01d20e75228d84f9a489fb039,12.333333,2,2,3147.87,1,178,42.538783784,24.053886518,0,0,0,0,0,0,3,0,71,0,3,0,313.59,288.25549432922884,524.6449858230721,0.0,313.59
0xb44f2c5c9efd86fe7eaa86f7555a17201f8fc2d1,3.666667,1,1,161.07,1,161,7.321363636,8.451917639,0,0,0,0,0,0,22,0,0,0,22,0,161.07,51.00550097564849,26.845002439121213,0.0,161.07
0xf2915558acd107fb9bacb67371ff28d0e1a579f3,10.5,1,7,13.99,7,90,6.995,0.015,0,1,0,0,0,0,0,1,0,0,0,0,0.0,29.379000000000005,73.4475,0.0,0.0
0x6722cdec7ea5d2e40ce1b5912d71f285d1d69dce,2.5,7,8,8268.95,7,162,201.681707317,255.643517946,3,0,0,0,0,0,0,0,1,0,0,0,0.0,413.44749999985,504.2042682925,605.0451219509999,0.0
0xdd684bb6dac4dbc8d98f392456cf50ad6dbe1d9f,4.5,3,10,3607.73,8,112,128.8475,136.401135223,0,0,0,0,0,0,10,0,0,0,3,0,615.96,385.91550000000007,579.81375,0.0,615.96
0x8a2032aa943518073ffcd549a8cf9c481c8a09c8,8.833333,1,1,6144.06,1,180,115.925660377,99.309287705,0,0,0,0,0,0,0,0,53,0,0,0,0.0,409.6039845419786,1024.0099613549464,0.0,0.0
0x1832239aa9e7871b066ec42680cd38d701e47a9d,5.166667,3,14,50.08,6,77,1.517575758,1.614369246,0,0,2,0,0,0,13,0,0,0,9,0,24.71,9.313823435543435,7.840808588858587,0.0,24.71
0x9d951b3e7c4ce1f07485967784082441b499d09a,7.166667,1,1,1043.24,1,106,24.261395349,58.921343019,0,0,0,0,0,0,43,0,0,0,43,0,1043.24,330.35933656865274,173.8733414216318,0.0,1043.24
0x99aaf9bac7632b85b7c62e0755b3dbca26723960,9.666667,6,11,19782.93,11,136,140.304468085,222.863872523,10,0,0,0,0,3,5,0,3,0,4,0,597.71,1330.323458422679,1356.2765715898227,1823.958085105,597.71
0x4ae44849bcaca15ea2815433d4cff21db0169aa9,2.666667,1,2,5454.19,2,122,545.419,576.0510942,0,0,0,0,0,0,10,0,0,0,10,0,5454.19,1945.3278393891999,1454.450848473,0.0,5454.19
0x407f713ad95e99b982e497a68fbf4c0417dc79e6,12.333333,8,22,1341.23,12,171,14.118210526,15.755688629,0,0,0,0,0,0,18,0,14,0,18,0,287.32,141.47983671250526,174.12459178126315,0.0,287.32
0x2d3fbf77510564e5ae54373f18dd7dae5aaaca16,10.5,1,1,871.92,1,147,13.84,7.224443736,0,0,0,0,0,0,63,0,0,0,63,0,871.92,276.108,145.32,0.0,871.92
0x8ad461cbcf5c8b4309923293803a2257e0dbf8eb,4.666667,4,10,306.41,7,98,10.213666667,21.472349271,0,0,0,0,0,0,7,0,0,0,6,0,219.72,73.99551247355555,47.663781183888894,0.0,219.72
0xf68b221e661ad8b4a8649505a0ecd4e9ce5cd847,9.333333,2,3,62924.44,2,149,1187.253584906,911.663679197,0,0,3,0,0,0,8,0,45,0,8,0,15022.77,8188.105725348589,11081.033063371471,0.0,15022.77
0x09d6f43d5cb9b3b34574c2ae34245c7f1cfb137f,3.166667,2,9,46491.37,11,121,3576.259230769,4378.026310794,0,0,0,0,0,0,0,2,6,0,0,0,0.0,4529.9288358086305,11324.822089521576,0.0,0.0
0x71efe436cfd751de9c2383a6f048fdc938dcc9d9,3.666667,1,1,1132.02,1,39,51.455454545,41.260641903,0,0,0,0,0,0,22,0,0,0,22,0,1132.02,358.4730068600606,188.67001715015152,0.0,1132.02
0x09c626a34f31ee042daa575270f8208b52a4f466,14.333333,11,23,1743.73,17,82,7.681629956,14.42902082,16,0,0,0,0,0,20,0,3,0,3,0,7.89,89.03097181044933,110.10336014212335,122.906079296,7.89
0x389881583c0539994edf82c19b6346b5118f0881,1.833333,1,1,5078.15,1,49,461.65,278.427711265,0,0,0,0,0,0,11,0,0,0,11,0,5078.15,1608.0807717799998,846.35817945,0.0,5078.15
0xc512787dec17af64cfb7f4213285969696bf95c8,2.666667,4,5,1803.58,7,26,51.530857143,93.305352392,0,0,0,0,0,0,0,0,9,0,0,0,0.0,54.966254489980955,137.41563622495238,0.0,0.0
0x595eb4ce0c1355e4b6646a095524243d049f8aa9,2.0,2,2,2935.63,1,34,244.635833333,355.825574321,0,0,0,0,0,0,3,0,9,0,3,0,441.36,306.0486666664,489.271666666,0.0,441.36
0x0d64331ebae96f467afb29db0f86df50b28e7fdb,6.5,1,1,1139.52,1,64,29.218461538,5.530811383,0,0,0,0,0,0,39,0,0,0,39,0,1139.52,360.8479999988,189.919999997,0.0,1139.52
0xc2a8f235e06601ce289d76cf678f3c3541f92836,14.833333,7,8,4891.66,7,59,23.293619048,35.021077058,15,0,0,0,0,0,3,0,6,0,0,0,0.0,260.5003032476508,345.522008114127,349.40428572,0.0
0xecc948adf1f496b888319ff3feab12f353014f30,8.833333,7,11,1535.02,11,80,11.99234375,12.708803512,7,0,0,0,0,3,4,0,5,0,3,0,36.05,93.35864944268751,105.93236579421874,119.9234375,36.05
0x219524ca16f153b1f65be94cf71ed350884d9228,10.833333,5,19,424.36,15,165,9.02893617,7.521174148,0,0,0,1,0,0,2,0,26,0,0,0,0.0,39.12538886614184,97.8134721653546,0.0,0.0
0xff8ea16ae5542fe289d6a2a2142de1fb8a3ba073,1.833333,1,1,8342.27,1,62,758.388181818,563.137337097,0,0,0,0,0,0,0,0,11,0,0,0,0.0,556.1512322147759,1390.3780805369395,0.0,0.0
0x3a02dd24bb2fb2655c154b851e87aa0c4bcc1ca9,16.333333,9,8,160.89,7,51,1.375128205,1.670675494,0,0,4,0,0,0,12,0,0,0,10,0,41.24,19.294170755982908,22.460426889957265,0.0,41.24
0x5e313d65611db9e1c0449d695294b50ca65779df,6.333333,4,11,605.34,11,144,7.965,5.671900846,0,0,0,14,0,0,3,0,7,0,1,0,11.59,23.075498938000003,50.444997345,0.0,11.59
0x312943753f2b693b8736cc01f79f356bcf1aa006,3.666667,5,10,7910.21,8,65,329.592083333,148.197346101,3,0,0,0,0,2,3,0,1,0,1,0,324.46,1141.3029120000945,1208.504415418361,1647.9604166650001,324.46
0x3b904a9b8edbd9972dc4230ff2c4fba7be74ae4b,5.166667,10,15,107.09,11,17,1.69984127,2.054991208,1,0,0,5,0,0,1,0,5,0,0,0,0.0,4.107949962478837,8.782513794947091,1.69984127,0.0
0xf5458f7ee644265d90ef5345275b3d02104fa146,6.166667,1,1,591.26,1,62,15.98,14.924116887,0,0,0,0,0,0,37,0,0,0,37,0,591.26,187.23233546400002,98.54333866,0.0,591.26
0xb073688fd511ebc5fc9c4fecf474dd8f6b159b35,2.0,1,1,891.58,1,34,74.298333333,62.378559462,0,0,0,0,0,0,12,0,0,0,12,0,891.58,282.3336666664,148.596666666,0.0,891.58
0xf0e1f76150c040875f2f95a271f61dee4e8e3a3b,1.666667,1,1,31748.28,1,156,3174.828,6049.603051389,0,0,0,0,0,0,0,0,10,0,0,0,0.0,2116.5524233104,5291.381058276,0.0,0.0
0x8a06a56714f52313e62bf648d1a6bb836ab68dc4,16.166667,3,6,7.9,8,67,0.7181818182,0.5040349588,0,0,0,0,0,0,3,0,0,0,0,0,0.0,4.644242520117576,11.61060630029394,0.0,0.0
0x2878ca130ca984afb3595b466d25bd110a31156b,1.666667,10,5,1163.58,5,128,29.0895,41.416451861,0,0,0,0,0,0,1,0,4,0,0,0,0.0,19.3930038786,48.482509696499996,0.0,0.0
0xe9624ba07ae997ab15255737a0fb10be948fb8ae,2.166667,1,2,100.01,2,39,8.334166667,6.656913021,0,0,0,0,0,0,12,0,0,0,12,0,100.01,32.22544555595556,18.057363889888887,0.0,100.01
0x55acccb8a701f2020dfd039001c478ae83b8649d,14.5,13,14,52459.86,14,61,238.453909091,575.855232549,11,0,0,0,0,3,0,0,2,0,0,0,0.0,2551.4568272737,3457.5816818195003,3338.354727274,0.0
0x361bbf4e1a2d636d7037a25642331a5008293a66,2.333333,6,10,60.15,6,34,6.015,10.531179659,0,0,0,0,0,0,0,0,1,0,0,0,0.0,5.613999198,14.034997995,0.0,0.0
0x91cdfef04f18573eaf578d572640e5d16739d9be,2.5,11,6,2549.64,6,98,29.306206897,41.718237673,0,0,3,0,0,0,2,0,1,0,23,0,1758.9,469.031206897,73.2655172425,0.0,1758.9
0x0591d8be1bb01b27f28a99215ccf5a8a1da6fbae,15.833333,1,4,50.58,3,148,25.29,11.0,0,91,0,0,0,0,0,4,0,0,0,0,0.0,160.169996628,400.42499157,0.0,0.0
0xd0e08a720a1e225a42165cbb50493fb70f31f7b2,11.166667,4,12,4.21,9,120,0.1169444444,0.07691335112,0,0,0,0,0,2,2,1,1,0,0,0,0.0,0.604212978325926,1.3058796681148148,0.2338888888,0.0
