WALLET,TX_PER_MONTH,TOKEN_DIVERSITY,PROTOCOL_DIVERSITY,TOTAL_TRANSFER_USD,INTERACTION_DIVERSITY,ACTIVE_DURATION_DAYS,AVG_TRANSFER_USD,USD_TRANSFER_STDDEV,DEX_EVENTS,GAMES_EVENTS,CEX_EVENTS,DAPP_EVENTS,CHADMIN_EVENTS,DEFI_EVENTS,BRIDGE_EVENTS,NFT_EVENTS,TOKEN_EVENTS,FLOTSAM_EVENTS,BRIDGE_OUTFLOW_COUNT,BRIDGE_INFLOW_COUNT,BRIDGE_TOTAL_VOLUME_USD,REVENUE_PROXY,ESTIMATED_TOTAL_VOLUME,TRADING_EVENTS_TOTAL,TOTAL_EVENTS,PROTOCOL_EXPERTISE,METHOD_SOPHISTICATION,TRADING_INTENSITY,WALLET_MATURITY_SCORE,ACTIVITY_VELOCITY,CROSS_CHAIN_INTENSITY,BRIDGE_EFFICIENCY,DOMAIN_BREADTH,IS_BRIDGE_USER,IS_ADVANCED_USER,IS_HIGH_FREQUENCY,IS_MULTI_DOMAIN,LOG_AVG_TRANSFER,LOG_TOTAL_VOLUME,LOG_BRIDGE_VOLUME
0x6fe41dfacf74cd80bfed579b0567c23e0d79ead9,4.5,1,1,89696.12,1,89,3322.078518519,2842.473685159,0,0,0,0,0,0,27,0,0,0,27,0,89696.12,28403.7713333342,14949.3533333355,0,27,0.33707865168539325,0.2222222222222222,0.0,1.377926111449374,0.30337078651685395,6.0,3322.078518518518,1,1,0,1,0,8.108646896880433,9.612490212876368,11.404193940508035
0xfeb8f2d4b52d8af5a9b4834d5b4e2d0b2dc6538d,3.833333,1,1,15183.61,1,69,660.156956522,628.022951972,0,0,0,0,0,0,0,0,23,0,0,0,0.0,1012.240578646139,2530.601446615348,0,23,0.4347826086956522,0.2608695879017033,0.0,1.1939224684724346,0.3333333333333333,0.0,0.0,0,0,0,1,0,6.493991264798797,7.836607364324335,0.0
0x04dc1bdcb450ea6734f5001b9cecb0cd09690f4f,3.666667,4,5,104522.6,4,155,1608.04,1902.545994944,0,0,0,0,0,0,12,0,7,0,10,0,24702.48,8534.078881072,5896.147202679999,0,19,0.9677419354838709,1.0909089917355463,0.0,1.8191584434161694,0.12258064516129032,3.2727269752066386,2058.54,1,1,1,1,0,7.383393006844965,8.682223987988426,10.114699403380166
0xd4ba40be682a5156d9fa8af1a5989d39ff5699fc,2.166667,1,4,578.38,5,66,6.498651685,14.645200939,0,0,0,0,0,0,8,0,0,0,5,0,58.4,20.232165660153555,14.080414150383893,0,8,1.8181818181818181,2.307691952662777,0.0,1.1631508098056809,0.12121212121212122,3.6923071242604424,7.3,1,1,0,0,0,2.014723229047409,2.713396825756002,4.084294226368599
0xfd4cd20c313d956e84b5b8f067197e8f9873c41e,6.666667,1,1,8722.78,1,89,218.0695,123.307647187,0,0,0,0,0,0,40,0,0,0,40,0,8722.78,2762.2136957426,1453.7967393565002,0,40,0.33707865168539325,0.14999999250000037,0.0,1.377926111449374,0.449438202247191,5.999999700000014,218.0695,1,1,0,1,0,5.389389031069307,7.282621471810144,9.073807909213542
0x4ce17f25c9ec296d2adfac0137989d80f6b0e968,7.166667,1,2,1970.23,2,177,59.703939394,56.91433259,0,0,0,0,0,0,33,0,0,0,33,0,1970.23,663.708800889992,427.87825222497986,0,33,0.3389830508474576,0.2790697544618719,0.0,1.9315214116032138,0.1864406779661017,4.604650948620886,59.70393939393939,1,1,0,1,0,4.106008595366497,6.061173084303414,7.586412992379235
0x2d18903dd92c0bc81f720b7a393513cf75d9354b,2.166667,5,6,350.0,2,22,70.0,40.0,0,0,0,0,0,0,7,0,0,0,0,0,0.0,60.666675999999995,151.66669,0,7,6.0,0.9230767810651106,0.0,0.550046336919272,0.3181818181818182,3.230768733727887,0.0,1,1,1,0,0,4.2626798770413155,5.028257048284491,0.0
0x799518ca0b5980c307ffa10e5eed3a846159349f,5.0,1,2,8621.34,2,177,391.879090909,478.475516168,0,0,0,0,0,0,0,0,22,0,0,0,0.0,783.7581818180001,1959.3954545450001,0,22,0.3389830508474576,0.4,0.0,1.9315214116032138,0.12429378531073447,0.0,0.0,0,0,0,1,0,5.973501907813121,7.580901494396202,0.0
0x39839026fde6411b997b3a3137ead81da2302bdf,8.666667,3,2,12.65,2,136,0.1216346154,0.04826032327,26,0,0,0,0,0,0,0,0,0,0,0,0.0,1.5285416830779488,1.054166707344872,26,26,0.4411764705882353,0.23076922189349144,2.999999884615389,1.7107904066943878,0.19117647058823528,0.0,0.0,1,0,0,1,0,0.11478709933978257,0.7198702705034761,0.0
0x36a22e305e58b04c27ee2703d0cd2ffeaebb9996,1.666667,1,1,119.01,1,174,11.901,7.595442647,0,0,0,0,0,0,10,0,0,0,10,0,119.01,37.6865015868,19.835003967,0,10,0.1724137931034483,0.599999880000024,0.0,1.916922612182061,0.05747126436781609,5.99999880000024,11.901,1,1,0,0,0,2.5573048277429997,3.0366344552751667,4.78757507264335
0xf9012909838fe7705fbf1ccb283c3bc2c52ad350,1.666667,1,1,719.89,1,114,71.989,69.253573114,0,0,0,0,0,0,10,0,0,0,10,0,719.89,227.9651762652,119.981690663,0,10,0.2631578947368421,0.599999880000024,0.0,1.5686159179138452,0.08771929824561403,5.99999880000024,71.989,1,1,0,0,0,4.290308744862769,4.795639217312483,6.58048655976487
0xea59e271d8b10b5ed786d305b9dd62e785f10724,1.833333,1,1,945.92,1,95,85.992727273,146.873783482,0,0,0,0,0,0,11,0,0,0,11,0,945.92,299.54132186783636,157.6533046695909,0,11,0.31578947368421056,0.5454546446281172,0.0,1.4271163556401456,0.11578947368421053,6.000001090909289,85.99272727272727,1,1,0,0,0,4.465824520597145,5.066721347749805,6.853214612320944
0xb453ea94b73514429c3d81ea414e6de16fc9a36b,1.666667,1,1,750.99,1,83,75.099,152.752948544,0,0,0,0,0,0,10,0,0,0,10,0,750.99,237.81351001320002,125.16502503299999,0,10,0.3614457831325301,0.599999880000024,0.0,1.3261904370501851,0.12048192771084337,5.99999880000024,75.099,1,1,0,0,0,4.332035124176834,4.837590772497265,6.622723025989082
0x432393d79b15b14c60c766e4fa0ad9f2215d929d,3.666667,6,4,578.48,2,56,4.017222222,8.954911784,0,0,0,0,0,0,1,0,0,0,1,0,21.18,11.18692646122963,14.729816153074074,0,1,2.142857142857143,0.5454544958677732,0.0,1.0531499145913523,0.017857142857142856,0.2727272479338866,21.18,1,1,0,1,0,1.612876438322251,2.7555580293397157,3.099190981922221
0x01b3d77b0453ff8d8252b2ecdde87d29b1bf55c3,2.0,3,4,49.04,5,45,7.005714286,2.862590521,2,0,0,0,0,0,1,0,0,0,1,0,7.99,12.506071429,14.011428572,2,3,2.6666666666666665,2.5,1.0,0.9162907318741551,0.06666666666666667,0.5,7.99,2,1,0,0,0,2.080155572449182,2.7088118158000922,2.196112848483529
0xa76d8c7539e5667c9506e4ee0f69b6e2130c3056,4.333333,2,6,2479.93,5,83,99.1972,85.725764226,0,0,0,0,0,0,5,0,0,0,0,0,0.0,171.94180010704,429.8545002675999,0,5,2.1686746987951806,1.1538462426035572,0.0,1.3261904370501851,0.060240963855421686,1.1538462426035572,0.0,1,1,1,1,0,4.607140244148544,6.065770446722557,0.0
0xdc1efc3f21d937a16950233ced63dcc7b08d804a,10.5,3,5,1.04,4,168,0.008062015504,0.02509138397,1,0,0,1,0,0,1,0,0,0,0,0,0.0,0.036682170543200006,0.084651162792,1,2,0.8928571428571429,0.38095238095238093,0.09523809523809523,1.8870696490323797,0.011904761904761904,0.09523809523809523,0.0,2,1,1,1,0,0.008029691074155517,0.08125842634987519,0.0
0x76812cebc62d692572bbe63b4fe59ae463713047,3.0,2,5,3640.02,6,116,227.50125,326.363827669,0,0,0,0,0,4,0,0,0,0,0,0,0.0,591.50325,682.50375,4,4,1.293103448275862,2.0,1.3333333333333333,1.582409240046181,0.034482758620689655,0.0,0.0,1,0,1,0,0,5.431541680778815,6.527232142615669,0.0
0xd2dfc2b96a2774588c7769b76e8209a01b705ef9,2.333333,2,5,25731.6,6,78,3216.45,1078.006494739,0,0,0,0,0,2,0,0,0,0,0,0,0.0,5253.5345711400005,7505.04892785,2,2,1.923076923076923,2.5714289387755627,0.8571429795918541,1.2809338454620642,0.02564102564102564,0.0,0.0,1,0,1,0,0,8.076344399333994,8.923464498172255,0.0
0x34fab536211ecfbf2cb34a4b9363e785b37e0194,6.666667,2,5,7653.88,5,54,239.18375,125.631046863,0,0,0,0,0,2,0,0,0,0,0,0,0.0,805.2519902245001,1594.5584130612501,2,2,2.7777777777777777,0.7499999625000018,0.29999998500000075,1.0296194171811583,0.037037037037037035,0.0,0.0,1,0,1,1,0,5.481404255400683,7.3749790561802175,0.0
0xbbfe460d2ff57b2b0834769af0eb71ca47c9b66b,1.666667,2,4,3250.0,4,139,1625.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,0.0,2789.5835499999994,2708.333875,3,3,0.8633093525179856,2.399999520000096,1.7999996400000722,1.7287013332609182,0.02158273381294964,0.0,0.0,1,0,0,0,0,7.3938782901077555,7.9044580810763145,0.0
0xe38b4269132c4ff3b8e23059c1676363710c5e5b,9.166667,1,1,2584.78,1,173,46.996,125.194841639,0,0,0,55,0,0,0,0,0,0,0,0,0.0,172.3186729328,430.79668233200005,0,0,0.17341040462427745,0.10909090512396709,0.0,1.912008597379632,0.0,0.0,0.0,0,0,0,1,0,3.8711176741021425,6.0679548347070495,0.0
0xe0b24bfc71f15ef9ab5740c94b5ac3f5caed6302,7.666667,1,2,10231.68,2,180,227.370666667,220.387068913,0,0,0,0,0,0,45,0,0,0,45,0,10231.68,3255.1900747615555,1743.175186903889,0,45,0.3333333333333333,0.2608695538752368,0.0,1.9459101490553132,0.25,5.869564962192827,227.37066666666666,1,1,0,1,0,5.430970039879945,7.464037050630399,9.233341799220877
0x486e203481408ce01d20e75228d84f9a489fb039,12.333333,2,2,3147.87,1,178,42.538783784,24.053886518,0,0,0,0,0,0,3,0,71,0,3,0,313.59,288.25549432922884,524.6449858230721,0,74,0.33707865168539325,0.08108108327246172,0.0,1.9363406980391626,0.4157303370786517,0.24324324981738513,104.52999999999999,1,1,0,1,0,3.7736521221135493,6.264626052973342,5.751270203723556
0xb44f2c5c9efd86fe7eaa86f7555a17201f8fc2d1,3.666667,1,1,161.07,1,161,7.321363636,8.451917639,0,0,0,0,0,0,22,0,0,0,22,0,161.07,51.00550097564848,26.845002439121213,0,22,0.1863354037267081,0.2727272479338866,0.0,1.8510760463844744,0.13664596273291926,5.999999454545504,7.321363636363636,1,1,0,1,0,2.1188261399609085,3.3266535046380086,5.088028340670028
0x8a2032aa943518073ffcd549a8cf9c481c8a09c8,8.833333,1,1,6144.06,1,180,115.925660377,99.309287705,0,0,0,0,0,0,0,0,53,0,0,0,0.0,409.60398454197866,1024.0099613549464,0,53,0.16666666666666666,0.1132075514417944,0.0,1.9459101490553132,0.29444444444444445,0.0,0.0,0,0,0,1,0,4.761538351464292,6.9324576099203545,0.0
0x9d951b3e7c4ce1f07485967784082441b499d09a,7.166667,1,1,1043.24,1,106,24.261395349,58.921343019,0,0,0,0,0,0,43,0,0,0,43,0,1043.24,330.35933656865274,173.8733414216318,0,43,0.2830188679245283,0.13953487723093594,0.0,1.5114575040738967,0.4056603773584906,5.999999720930245,24.26139534883721,1,1,0,1,0,3.229277354866219,5.164061948575446,6.951044627080535
0x4ae44849bcaca15ea2815433d4cff21db0169aa9,2.666667,1,2,5454.19,2,122,545.419,576.0510942,0,0,0,0,0,0,10,0,0,0,10,0,5454.19,1945.3278393891999,1454.450848473,0,10,0.49180327868852464,0.7499999062500118,0.0,1.622683139184121,0.08196721311475409,3.749999531250059,545.419,1,1,0,0,0,6.30338608071204,7.283070993101906,8.604322728091404
0x2d3fbf77510564e5ae54373f18dd7dae5aaaca16,10.5,1,1,871.92,1,147,13.84,7.224443736,0,0,0,0,0,0,63,0,0,0,63,0,871.92,276.108,145.32,0,63,0.2040816326530612,0.09523809523809523,0.0,1.7749523509116738,0.42857142857142855,6.0,13.84,1,1,0,1,0,2.6973262377392344,4.98579600408261,6.771843913610799
0xf68b221e661ad8b4a8649505a0ecd4e9ce5cd847,9.333333,2,3,62924.44,2,149,1187.253584906,911.663679197,0,0,3,0,0,0,8,0,45,0,8,0,15022.77,8188.105725348589,11081.033063371471,0,53,0.6040268456375839,0.2142857219387758,0.0,1.7861884241785997,0.35570469798657717,0.8571428877551032,1877.84625,1,1,0,1,0,7.080239932452328,9.3130804329431,9.617388892491672
0x71efe436cfd751de9c2383a6f048fdc938dcc9d9,3.666667,1,1,1132.02,1,39,51.455454545,41.260641903,0,0,0,0,0,0,22,0,0,0,22,0,1132.02,358.4730068600606,188.67001715015152,0,22,0.7692307692307692,0.2727272479338866,0.0,0.832909122935104,0.5641025641025641,5.999999454545504,51.45545454545454,1,1,0,1,0,3.9599643245734137,5.245285810417229,7.032641913122869
0x389881583c0539994edf82c19b6346b5118f0881,1.833333,1,1,5078.15,1,49,461.65,278.427711265,0,0,0,0,0,0,11,0,0,0,11,0,5078.15,1608.0807717799998,846.35817945,0,11,0.6122448979591837,0.5454546446281172,0.0,0.9682504708048661,0.22448979591836735,6.000001090909289,461.65,1,1,0,0,0,6.1369708286950395,6.742123485369719,8.532899203737855
0xc512787dec17af64cfb7f4213285969696bf95c8,2.666667,4,5,1803.58,7,26,51.530857143,93.305352392,0,0,0,0,0,0,0,0,9,0,0,0,0.0,54.966254489980955,137.41563622495238,0,9,5.0,2.6249996718750412,0.0,0.6241543090729939,0.34615384615384615,0.0,0.0,0,0,1,0,0,3.9614007520419596,4.93026101530597,0.0
0x595eb4ce0c1355e4b6646a095524243d049f8aa9,2.0,2,2,2935.63,1,34,244.635833333,355.825574321,0,0,0,0,0,0,3,0,9,0,3,0,441.36,306.0486666664,489.271666666,0,12,1.7647058823529411,0.5,0.0,0.7576857016975165,0.35294117647058826,1.5,147.12,1,1,0,0,0,5.50385008682344,6.194959659237054,6.0921240302071595
0x0d64331ebae96f467afb29db0f86df50b28e7fdb,6.5,1,1,1139.52,1,64,29.218461538,5.530811383,0,0,0,0,0,0,39,0,0,0,39,0,1139.52,360.8479999988,189.919999997,0,39,0.46875,0.15384615384615385,0.0,1.1420974006078486,0.609375,6.0,29.218461538461536,1,1,0,1,0,3.408453046812763,5.251854492121982,7.039239577739033
0xff8ea16ae5542fe289d6a2a2142de1fb8a3ba073,1.833333,1,1,8342.27,1,62,758.388181818,563.137337097,0,0,0,0,0,0,0,0,11,0,0,0,0.0,556.1512322147759,1390.3780805369395,0,11,0.48387096774193544,0.5454546446281172,0.0,1.120591195386885,0.1774193548387097,0.0,0.0,0,0,0,0,0,6.632513085150927,7.2380499598344334,0.0
0xf5458f7ee644265d90ef5345275b3d02104fa146,6.166667,1,1,591.26,1,62,15.98,14.924116887,0,0,0,0,0,0,37,0,0,0,37,0,591.26,187.23233546400002,98.54333866,0,37,0.48387096774193544,0.16216215339664034,0.0,1.120591195386885,0.5967741935483871,5.999999675675693,15.98,1,1,0,1,0,2.8320361808832013,4.600593113756011,6.383945727657852
0xb073688fd511ebc5fc9c4fecf474dd8f6b159b35,2.0,1,1,891.58,1,34,74.298333333,62.378559462,0,0,0,0,0,0,12,0,0,0,12,0,891.58,282.3336666664,148.596666666,0,12,0.8823529411764706,0.5,0.0,0.7576857016975165,0.35294117647058826,6.0,74.29833333333333,1,1,0,0,0,4.321458000868995,5.007942783647752,6.794116145491083
0xf0e1f76150c040875f2f95a271f61dee4e8e3a3b,1.666667,1,1,31748.28,1,156,3174.828,6049.603051389,0,0,0,0,0,0,0,0,10,0,0,0,0.0,2116.5524233103997,5291.381058276,0,10,0.1923076923076923,0.599999880000024,0.0,1.824549292051046,0.0641025641025641,0.0,0.0,0,0,0,0,0,8.063323664729243,8.57402352911945,0.0
0x8a06a56714f52313e62bf648d1a6bb836ab68dc4,16.166667,3,6,7.9,8,67,0.7181818182,0.5040349588,0,0,0,0,0,0,3,0,0,0,0,0,0.0,4.644242520117576,11.61060630029394,0,3,2.6865671641791042,0.49484535062174534,0.0,1.1735135968412274,0.04477611940298507,0.1855670064831545,0.0,1,1,1,1,0,0.5412666492778082,2.534538229732472,0.0
0x2878ca130ca984afb3595b466d25bd110a31156b,1.666667,10,5,1163.58,5,128,29.0895,41.416451861,0,0,0,0,0,0,1,0,4,0,0,0,0.0,19.393003878600002,48.482509696499996,0,5,1.171875,2.99999940000012,0.0,1.6613976513648114,0.0390625,0.599999880000024,0.0,1,1,1,0,0,3.404176273687675,3.9016192676709007,0.0
0xe9624ba07ae997ab15255737a0fb10be948fb8ae,2.166667,1,2,100.01,2,39,8.334166667,6.656913021,0,0,0,0,0,0,12,0,0,0,12,0,100.01,32.22544555595556,18.057363889888887,0,12,1.5384615384615383,0.9230767810651106,0.0,0.832909122935104,0.3076923076923077,5.538460686390664,8.334166666666667,1,1,0,0,0,2.233681503271359,2.9474535827789055,4.615219521841093
0x91cdfef04f18573eaf578d572640e5d16739d9be,2.5,11,6,2549.64,6,98,29.306206897,41.718237673,0,0,3,0,0,0,2,0,1,0,23,0,1758.9,469.031206897,73.2655172425,0,3,1.836734693877551,2.4,0.0,1.4508328822574619,0.030612244897959183,0.8,879.45,1,1,1,0,0,3.411352539622628,4.3076467422791636,7.4730122682361655
0x0591d8be1bb01b27f28a99215ccf5a8a1da6fbae,15.833333,1,4,50.58,3,148,25.29,11.0,0,91,0,0,0,0,0,4,0,0,0,0,0.0,160.16999662799998,400.42499157,0,4,0.8108108108108107,0.18947368819944607,0.0,1.7805861686299298,0.02702702702702703,0.0,0.0,1,0,0,1,0,3.26918863874179,5.995020695435561,0.0
0x7449442bf86a34d2116dfe1fd712176417013acf,3.5,1,1,22397.2,1,170,1066.533333333,924.232747002,0,0,0,0,0,0,0,0,21,0,0,0,0.0,1493.1466666662,3732.8666666655,0,21,0.1764705882352941,0.2857142857142857,0.0,1.8971199848858813,0.12352941176470589,0.0,0.0,0,0,0,1,0,6.9731059702199545,8.22519961555451,0.0
0xa667822991810327fb3a46e9d1cae7d96b01dd98,2.333333,1,2,18041.61,2,156,2577.372857143,5059.582962153,0,7,0,0,0,0,0,7,0,0,0,0,0.0,2405.5476563504194,6013.869140876048,0,7,0.3846153846153846,0.8571429795918541,0.0,1.824549292051046,0.04487179487179487,0.0,0.0,1,0,0,0,0,7.854913803430228,8.701989872706797,0.0
0xd27ad0cd921b644198e7d13b74567746f6cb7e5a,2.333333,1,1,1150.46,1,72,82.175714286,114.238289223,0,0,0,0,0,0,14,0,0,0,14,0,1150.46,364.3123223768381,191.74330594209525,0,14,0.4166666666666667,0.4285714897959271,0.0,1.2237754316221157,0.19444444444444445,6.00000085714298,82.17571428571429,1,1,0,0,0,4.420955409616388,5.261359282616476,7.048785981358211
0xd31dfa10a5ba69356f6c627b61ea678f9dd726da,1.666667,1,1,558.9,1,73,55.89,72.264333941,0,0,0,0,0,0,10,0,0,0,10,0,558.9,176.985007452,93.15001862999999,0,10,0.4109589041095891,0.599999880000024,0.0,1.2335316065674804,0.136986301369863,5.99999880000024,55.89,1,1,0,0,0,4.041119578762556,4.544889452978872,6.327758196354847
0xeece8457b63e2f946ae31b0b6fb42305de484982,1.833333,1,1,622.25,1,71,56.568181818,37.253677992,0,0,0,0,0,0,11,0,0,0,11,0,622.25,197.04582579077578,103.70831447693939,0,11,0.4225352112676056,0.5454546446281172,0.0,1.213923135179104,0.15492957746478872,6.000001090909289,56.56818181818182,1,1,0,0,0,4.0529700160802555,4.65117852711069,6.434947722403667
0xec264aeacf0d35c0957b6906d5b4061d19b1bafb,4.0,1,1,960.28,1,67,40.011666667,31.658353909,0,0,0,0,0,0,24,0,0,0,24,0,960.28,304.0886666672,160.046666668,0,24,0.44776119402985076,0.25,0.0,1.1735135968412274,0.3582089552238806,6.0,40.01166666666666,1,1,0,1,0,3.7138565790804816,5.08169417806534,6.86826572969566
0xb7140352a346df215d2985959ac43b756af4eaac,3.0,2,4,19952.09,4,32,108.435271739,377.136007143,14,0,0,0,0,1,0,0,2,0,0,0,0.0,699.40750271655,325.30581521700003,15,17,3.75,1.3333333333333333,5.0,0.7259370033829362,0.53125,0.0,0.0,2,0,0,0,0,4.69533324880166,5.787835025129101,0.0
0xaa779f530f5ad5f7695ee86d7aab41bed7171220,1.666667,2,2,669.45,1,57,66.945,77.214708864,0,0,0,0,0,0,0,0,4,0,0,0,0.0,44.630008925999995,111.57502231499998,0,4,1.0526315789473684,0.599999880000024,0.0,1.0647107369924282,0.07017543859649122,0.0,0.0,0,0,0,0,0,4.218698554372461,4.723619864411022,0.0
0x6c635d4fbd2e8ebd12fe1569802902c4c62290a1,6.5,1,5,272.86,5,125,136.43,0.06999999997,0,1,0,0,0,0,0,32,0,0,0,0,0.0,354.718,886.7950000000001,0,32,1.2,0.7692307692307693,0.0,1.6422277352570913,0.256,0.0,0.0,1,0,1,1,0,4.923114696566761,6.7887408604849995,0.0
0x1aa01deeabeb0b52f44554c4958302dc711d38c2,7.166667,2,6,6668.82,7,162,63.512571429,229.369825449,1,8,0,0,0,0,0,0,0,0,0,0,0.0,204.29877989829288,455.1734497453572,1,1,1.111111111111111,0.9767441406165516,0.13953487723093594,1.8562979903656263,0.006172839506172839,0.0,0.0,1,0,1,1,0,4.166860110686013,6.122873109439792,0.0
0x2af36b1b0a581a1c496ded334a3e790a73a0b823,3.166667,4,5,18256.27,4,17,730.2508,591.18084659,0,0,0,0,0,0,2,0,3,0,0,0,0.0,924.98444403344,2312.4611100836,0,5,5.0,1.2631577617728673,0.0,0.4489502200479032,0.29411764705882354,0.6315788808864337,0.0,1,1,1,0,0,6.594756492562562,7.746499998213805,0.0
0x136b590b9923fa9a5e61af14dc3be9599664c0fe,5.0,2,2,1517.36,6,45,15.642886598,50.13154465,0,0,0,0,0,23,0,0,7,0,0,0,0.0,157.2110103099,78.21443299,23,30,1.3333333333333333,1.2,4.6,0.9162907318741551,0.6666666666666666,0.0,0.0,1,0,0,1,0,2.811982893785786,4.372158516939873,0.0
0x84a10353b6d4d8bc68f180c9af23940ba6212d56,1.833333,1,2,65.76,3,105,8.22,2.581680654,0,0,0,0,0,0,2,0,0,0,0,0,0.0,6.027998904,15.069997260000003,0,2,0.5714285714285714,1.6363639338843514,0.0,1.5040773967762742,0.01904761904761905,1.0909092892562344,0.0,1,1,0,0,0,2.2213750375685026,2.776954009245362,0.0
0xee1f3ab4bff190534b9b06eb08e9fbeddb952568,2.333333,1,2,21.39,2,148,1.645384615,1.131565392,13,0,0,0,0,0,0,0,0,0,0,0,0.0,9.022192086198718,3.839230219871795,13,13,0.4054054054054054,0.8571429795918541,5.5714293673470525,1.7805861686299298,0.08783783783783784,0.0,0.0,1,0,0,0,0,0.972816466837247,1.5767556625984325,0.0
